step,response_length/mean,actor/entropy,actor/pg_clipfrac,actor/grad_norm,critic/score/mean
59,178.6142578125,1.0116485357284546,0.050949895987287164,11.432640075683594,0.4091796875
60,157.607421875,1.0085023641586304,0.1576194945955649,8.676660776138306,0.451171875
61,157.9033203125,1.1108051538467407,0.01596285158302635,3.338008999824524,0.4951171875
62,164.150390625,1.116226315498352,0.023334203695412725,3.096639394760132,0.5
63,167.1435546875,1.1081137657165527,0.024200026353355497,3.387258529663086,0.4384765625
64,168.8095703125,1.1043674945831299,0.023549598758108914,2.7678204774856567,0.486328125
65,161.466796875,1.0551365613937378,0.020575776463374496,6.155569076538086,0.4443359375
66,152.5859375,1.0365574359893799,0.01481165539007634,1.9639177322387695,0.4697265625
67,154.37890625,1.0403919219970703,0.018680706503801048,2.237548589706421,0.49609375
68,152.052734375,1.0307399034500122,0.016459344362374395,2.526989459991455,0.4892578125
69,159.783203125,1.0348707437515259,0.017969635140616447,4.666549205780029,0.4189453125
70,151.9189453125,1.0394681692123413,0.12755042017670348,3.0804322957992554,0.3330078125
71,149.6337890625,0.97640460729599,0.01704022812191397,3.001697540283203,0.38671875
72,147.029296875,0.968058168888092,0.015854178287554532,2.156540632247925,0.376953125
73,145.337890625,0.9658324718475342,0.017074100323952734,4.407978057861328,0.484375
74,145.4951171875,0.9743490815162659,0.01837497897213325,2.656030297279358,0.4443359375
75,151.80859375,1.0008512735366821,0.016233723144978285,3.4542106986045837,0.447265625
76,147.3203125,0.9866757988929749,0.01822625077329576,1.8680433630943298,0.5234375
77,152.8720703125,0.9745094776153564,0.01697722647804767,2.3985069394111633,0.5224609375
78,157.498046875,0.9718109965324402,0.016356441366951913,2.0684574842453003,0.515625
79,159.8740234375,0.998359739780426,0.01735985610866919,5.278987646102905,0.5556640625
80,166.71875,1.0284020900726318,0.11564801936037838,2.0210254788398743,0.515625
81,160.8046875,0.8426779508590698,0.02771114930510521,5.938727021217346,0.541015625
82,171.1328125,0.8805828094482422,0.020929862861521542,2.3698952198028564,0.5283203125
83,162.5791015625,0.8577191233634949,0.019184834964107722,1.8453113436698914,0.5439453125
84,172.8916015625,0.8648653626441956,0.021404266241006553,2.8620063066482544,0.5341796875
85,172.658203125,0.8507190346717834,0.020067295990884304,3.8140411376953125,0.529296875
86,175.8388671875,0.8340944647789001,0.03128649725113064,2.810064673423767,0.568359375
87,180.1416015625,0.8499282002449036,0.020008391700685024,1.866628885269165,0.5078125
88,180.8857421875,0.8568406701087952,0.023206124606076628,2.860415995121002,0.5556640625
89,177.9794921875,0.8131507039070129,0.02845322003122419,3.138462781906128,0.5732421875
90,188.583984375,0.8257911801338196,0.09518572874367237,2.2517266273498535,0.5703125
91,202.46875,0.7819016575813293,0.025011236662976444,4.605700969696045,0.517578125
92,249.541015625,0.6933097839355469,0.03978252108208835,32.33309555053711,0.5419921875
93,250.75,0.7507023811340332,0.027642138302326202,18.530707359313965,0.5302734375
94,261.5595703125,0.7180838584899902,0.031969445873983204,22.88292407989502,0.5234375
95,302.1220703125,0.6959460973739624,0.03193339014736314,10.359567880630493,0.5478515625
96,373.2568359375,0.6384686827659607,0.044257573822202786,11.618862867355347,0.486328125
97,370.3291015625,0.6332975625991821,0.054748589638620615,18.737176179885864,0.5341796875
98,472.3662109375,0.5502371191978455,0.060579581050357476,20.91389751434326,0.5654296875
99,581.2578125,0.47510963678359985,0.08596081880386919,25.149702548980713,0.5009765625
100,683.4248046875,0.4194760024547577,0.12480907435528935,20.935394883155823,0.4599609375
