step,entropy,len_mean,len_max,len_min,len_clip_ratio,score_mean,rewards_mean,pg_loss,grad_norm,pg_clipfrac,pg_clipfrac_lower,ppo_kl,val_acc_mean1,spectral_rel_change_mean,anchor_backwards,spectral_corrections,clean_steps,mask_applications
35,0.18115448951721191,200.0947265625,963,76,0,0.806640625,0.806640625,0.018466562061803415,0.35280703008174896,0.0005480990469095559,0,5.753053222257165e-06,,,0,0,0,0
36,0.15816928446292877,199.73828125,587,60,0,0.798828125,0.798828125,0.007797571219271049,0.3386894166469574,0.000471098748107579,0,-2.0787010213463297e-05,,,0,0,0,0
37,0.1555359959602356,200.9951171875,598,69,0,0.8642578125,0.8642578125,0.01975672428670805,0.31988416612148285,0.000529184501601776,0,-5.0266413719468606e-06,,,0,0,0,0
38,0.1649520993232727,206.5322265625,968,72,0,0.810546875,0.810546875,0.009745006376761012,0.31997187435626984,0.00044819537663443043,0,-2.6066638978194945e-05,,,0,0,0,0
39,0.1565241813659668,192.8515625,648,69,0,0.8046875,0.8046875,0.007518442624132149,0.36620478332042694,0.0005463537870582513,3.310381316623534e-06,5.521411272713106e-05,,,0,0,0,0
40,0.1628768891096115,204.1845703125,863,64,0,0.8125,0.8125,0.011202335183043033,0.35658226907253265,0.0004917331800697866,0,7.229887011112046e-05,0.7482941622441244,,0,0,0,0
41,0.15057997405529022,188.1572265625,833,68,0,0.8369140625,0.8369140625,0.002333452968741767,0.3654475808143616,0.00042955174899361737,0,6.123627035248269e-05,,,0,0,0,0
42,0.16148772835731506,199.4267578125,692,55,0,0.8359375,0.8359375,0.013736262990278192,0.30912676453590393,0.0005118716995866635,0,-9.814774695193762e-07,,,0,0,0,0
43,0.1380460560321808,192.62890625,529,71,0,0.837890625,0.837890625,-0.0037211120798019692,0.3256087154150009,0.0004998545297212331,0,7.604354404189273e-05,,,0,0,0,0
44,0.14280034601688385,193.6474609375,872,69,0,0.8203125,0.8203125,0.007262148574227467,0.364337757229805,0.000651609289661792,0,0.0001165001420527223,,,0,0,0,0
45,0.14595232903957367,196.6435546875,626,64,0,0.7861328125,0.7861328125,0.0162101763417013,0.3244999647140503,0.00047115978327383345,0,5.86392001398206e-05,,,0,0,0,0
46,0.12157687544822693,195.296875,487,62,0,0.8564453125,0.8564453125,-0.004719584409031086,0.3444911390542984,0.00038814561889921606,0,-2.522843047847445e-05,,,0,0,0,0
47,0.12158989906311035,190.509765625,839,66,0,0.865234375,0.865234375,0.007180012005846947,0.33714355528354645,0.0004174147029516462,0,-7.113537600256237e-05,,,0,0,0,0
48,0.13490146398544312,192.8466796875,1014,73,0,0.83984375,0.83984375,0.011862576706334949,0.3536891043186188,0.0004244354418005969,0,7.959387698153186e-05,,,0,0,0,0
50,,,,,,0.8583984375,,,,,,,0.7536012130401819,,,,,
