step,entropy,len_mean,len_max,len_min,len_clip_ratio,score_mean,rewards_mean,pg_loss,grad_norm,pg_clipfrac,pg_clipfrac_lower,ppo_kl,val_acc_mean1,spectral_rel_change_mean,anchor_backwards,spectral_corrections,clean_steps,mask_applications
32,0.7804320454597473,181.359375,1755,42,0,0.748046875,0.748046875,0.023439453114406206,7.852572917938232,0.012574657705499703,2.68286407845153e-06,0.024458232545725878,,0.029307014204333633,12,12544,0,0
33,0.7737153172492981,175.537109375,906,8,0,0.70703125,0.70703125,0.18025295925326645,7.357866048812866,0.21808634450280806,0.04912888170656515,-0.440954649626633,,0.0434608072474865,13,12936,0,0
34,0.7782077789306641,175.1484375,784,40,0,0.740234375,0.740234375,0.002329701208509505,3.4830769300460815,0.013083196693514765,0,0.023054000085949156,,0.0923441432283393,13,13328,0,0
35,0.7411199808120728,169.556640625,908,21,0,0.7353515625,0.7353515625,0.09530427392746788,5.343525171279907,0.08986169072886696,0.01441908716060425,0.18990610531086105,,0.056573110321365604,14,13720,0,0
36,0.7025429606437683,172.9208984375,475,34,0,0.7451171875,0.7451171875,0.007006572683167178,5.546802759170532,0.022919654307997916,0,0.049534007612237474,,0.03200735200947265,14,14112,0,0
37,0.6701807379722595,171.6953125,600,60,0,0.7685546875,0.7685546875,0.013478475186275318,8.243497848510742,0.02094009785241724,3.4629874789970927e-06,0.04056025592558399,,0.028507831384076223,14,14504,0,0
38,0.6514001488685608,177.517578125,590,56,0,0.7470703125,0.7470703125,0.18171716705546714,6.3649632930755615,0.21896351827308536,0.060963977441133466,-0.5384457523171022,,0.03593122939536424,15,14896,0,0
39,0.6643452048301697,170.9521484375,780,54,0,0.7421875,0.7421875,0.020404156937729567,9.57239818572998,0.028480291676942215,1.2978864106116816e-05,0.05982849826068559,,0.026892283483531933,15,15288,0,0
40,0.6397091150283813,176.52734375,1035,45,0,0.7333984375,0.7333984375,0.06248535931808874,5.912164926528931,0.09040596470731543,0.012415550056175562,0.09470192184539883,,0.0721260760388128,16,15680,0,0
41,0.6084535717964172,166.3974609375,504,5,0,0.76953125,0.76953125,0.010445175030326936,7.859814405441284,0.03182288533025712,1.3006585504626855e-05,0.07154320941481274,,0.019505578418718462,16,16072,0,0
42,0.5758902430534363,172.923828125,666,44,0,0.736328125,0.736328125,0.0083035923744319,5.638585567474365,0.020409316369523367,3.785125954891555e-06,0.05035254881840956,,0.028831555360776126,16,16464,0,0
43,0.5565491914749146,173.154296875,509,8,0,0.734375,0.734375,0.15436760215015966,4.18202543258667,0.19656000613758806,0.04342136540617503,-0.04687250469442006,,0.0901181805137621,17,16856,0,0
44,0.481814980506897,170.5966796875,546,53,0,0.7626953125,0.7626953125,0.01760306405776646,11.440921545028687,0.032567283149774084,2.798173454721109e-06,0.08211337539978558,,0.016064473019784545,17,17248,0,0
45,0.47752687335014343,188.162109375,16384,47,0.0009765625,0.7470703125,0.7470703125,0.20841097553784493,5.79181981086731,0.08501854029600509,0.02523372447467409,-0.10741374269423432,,0.04846932921720175,18,17640,0,0
46,0.49460145831108093,172.2958984375,711,41,0,0.771484375,0.771484375,0.026200486514426302,10.294530391693115,0.04090179509853442,5.182461904951197e-06,0.1122777768978267,,0.020577545164922745,18,18032,0,0
47,0.4636938273906708,167.9404296875,621,14,0,0.80078125,0.80078125,0.007814878292265348,7.606089353561401,0.022437295340523633,4.9824616326077376e-06,0.05857156153615506,,0.020877741317606856,18,18424,0,0
48,0.4450452923774719,172.4873046875,869,53,0,0.775390625,0.775390625,0.17762332426354988,7.004464387893677,0.19431478301703464,0.04183853655558778,-0.16215498984990973,,0.028137474318453093,19,18816,0,0
49,0.40405845642089844,179.888671875,7429,30,0,0.7626953125,0.7626953125,0.04751837667936343,7.404469966888428,0.033994701399251426,9.34277613851009e-06,0.07916041879252589,,0.021093629766255617,19,19208,0,0
50,0.40065401792526245,165.7529296875,594,52,0,0.7763671875,0.7763671875,0.08262916991952807,4.450184106826782,0.08559171652450459,0.01790866014562198,0.11190417862178492,0.7202426080363912,0.04884191539271602,20,19600,0,0
51,0.39324694871902466,164.005859375,705,48,0,0.8056640625,0.8056640625,0.02175963032641448,9.888677835464478,0.029865150274190455,1.163310548690788e-05,0.09617866999178659,,0.018883026952199563,20,19992,0,0
52,0.37209826707839966,168.7001953125,1346,51,0,0.794921875,0.794921875,0.020244872030161787,10.200110912322998,0.027328326912083867,1.970645757864986e-05,0.05473264870147432,,0.020052596926689148,20,20384,0,0
53,0.33785784244537354,180.541015625,16384,51,0.0009765625,0.8388671875,0.8388671875,0.1309715886163758,4.050968527793884,0.13741667118301848,0.0356147711390804,0.370238057470317,,0.04901980672848924,21,20776,0,0
54,0.3227866590023041,179.4892578125,566,53,0,0.75390625,0.75390625,0.008184410762623884,10.560066223144531,0.0330160949324636,2.8563084015331697e-05,0.0705039612521432,,0.017466204423856522,21,21168,0,0
55,0.3248973488807678,174.8466796875,866,44,0,0.7724609375,0.7724609375,0.10315364070993382,6.451753854751587,0.10156436102261068,0.03564122269744985,-0.4208886441292634,,0.03862537577159095,22,21560,0,0
56,0.36376717686653137,169.2001953125,1134,59,0,0.7861328125,0.7861328125,0.017430162013624795,10.730409860610962,0.02921270849992652,1.93607231722126e-05,0.06230633665109053,,0.015137006374247069,22,21952,0,0
57,0.3501238226890564,184.921875,586,58,0,0.7314453125,0.7314453125,0.017622267740080133,21.548787117004395,0.03135164777995669,0.0007080877951466391,-0.01809519238091184,,0.0063314810561548385,22,22344,0,0
58,0.3533552289009094,185.1064453125,4015,61,0,0.7822265625,0.7822265625,0.14967274320224533,5.650835990905762,0.1728746419539675,0.04442535893758759,-0.4570305447754208,,0.06640084158885767,23,22736,0,0
59,0.32495221495628357,201.3359375,16384,61,0.0009765625,0.7080078125,0.7080078125,-0.03752474216162227,43.691155433654785,0.06377942037602224,1.562129864396411e-05,0.13500958213990089,,0.002775881482212215,23,23128,0,0
60,0.3420240581035614,171.03125,597,54,0,0.7802734375,0.7802734375,0.06653673352411715,5.570726156234741,0.07382809116825229,0.00988184845300566,0.4581263945869978,,0.07981281495196935,24,23520,0,0
61,0.25333574414253235,267.85546875,16384,61,0.005859375,0.8291015625,0.8291015625,0.12214910486000008,58.88565254211426,0.04092384837940699,6.30053741588199e-05,0.21668387692625402,,0.005445803607379238,24,23912,0,0
62,0.25680696964263916,224.74609375,16384,77,0.001953125,0.806640625,0.806640625,0.1904522717159125,58.52057600021362,0.04069093186262762,1.710150627332041e-05,0.12950941567396512,,0.0023157817284262987,24,24304,0,0
63,0.26327264308929443,294.6943359375,16384,72,0.0068359375,0.728515625,0.728515625,0.36641224103368586,6.4486939907073975,0.22094031481537968,0.07494215584301855,-0.0763939060834673,,0.03143021936780222,25,24696,0,0
64,0.2198762148618698,395.0751953125,16384,54,0.01171875,0.765625,0.765625,0.07362161171840853,23.193039417266846,0.05577576232371939,6.221453213584027e-05,0.22329655344401544,,0.015217576728306939,25,25088,0,0
65,0.2099834680557251,448.1337890625,16384,51,0.015625,0.748046875,0.748046875,0.19212483723822515,20.549806118011475,0.07755620445823297,0.009105688162890146,1.7143296533745342,,0.15627688972507509,26,25480,0,0
66,0.07923710346221924,557.595703125,16384,70,0.021484375,0.8017578125,0.8017578125,0.046535155779565684,14.244105815887451,0.05474357310322375,0.00023010394670563983,0.20734570526246898,,0.015091196178905286,26,25872,0,0
67,0.08275105804204941,566.0078125,16384,69,0.01953125,0.759765625,0.759765625,0.3364899336484086,39.68778705596924,0.059518791456412146,0.0003954610385790147,0.11447556441203233,,0.009614794580408429,26,26264,0,0
