step,entropy,len_mean,len_max,len_min,len_clip_ratio,score_mean,rewards_mean,pg_loss,grad_norm,pg_clipfrac,pg_clipfrac_lower,ppo_kl,val_acc_mean1,spectral_rel_change_mean,anchor_backwards,spectral_corrections,clean_steps,mask_applications
35,0.7355287671089172,213.2509765625,826,5,0,0.580078125,0.580078125,0.12645584505389706,6.203491806983948,0.1489240021473961,0.03366821565214195,-0.13068095290566362,,,14,0,0,0
36,0.7925681471824646,211.353515625,768,4,0,0.5703125,0.5703125,0.0027025577651329513,3.2679505348205566,0.024733796139571496,0,0.032688992461771704,,,14,0,0,0
37,0.771049976348877,213.1748046875,725,17,0,0.6298828125,0.6298828125,0.017162235781142954,3.754366159439087,0.013526937536198602,0,0.01840882961926127,,,14,0,0,0
38,0.7547540664672852,224.89453125,595,5,0,0.5888671875,0.5888671875,0.27794162795180455,9.186516284942627,0.3087162645533681,0.10034337193792453,-0.5783362974827924,,,15,0,0,0
39,0.7384771704673767,212.9990234375,687,5,0,0.607421875,0.607421875,0.01240723211230943,5.650870323181152,0.03266330292399289,0,0.046049165563090355,,,15,0,0,0
40,0.7153311371803284,220.978515625,639,5,0,0.57421875,0.57421875,0.08881813563857577,4.660763382911682,0.13416596333991038,0.014543825693181134,0.2805214420509401,,,16,0,0,0
41,0.7229729294776917,205.85546875,614,5,0,0.6279296875,0.6279296875,0.020518812099908246,8.687050580978394,0.05034407508901495,0,0.07025837187757134,,,16,0,0,0
42,0.6804059743881226,213.056640625,704,4,0,0.63671875,0.63671875,0.018349842332099797,10.494781970977783,0.043445937146543656,0,0.06575550630441285,,,16,0,0,0
43,0.6524202823638916,210.87890625,691,6,0,0.61328125,0.61328125,0.20918755602178862,6.864495515823364,0.29832638439984294,0.06143764110674965,-0.08948671933998753,,,17,0,0,0
44,0.5816483497619629,205.3857421875,505,4,0,0.623046875,0.623046875,0.0169878368751597,9.83551287651062,0.05574850076845905,6.0606714669120265e-06,0.08463771381502738,,,17,0,0,0
45,0.5497875809669495,208.6748046875,688,5,0,0.6220703125,0.6220703125,0.12762507782645116,6.396974563598633,0.14062619161995826,0.044141058024251834,-0.2894779313892286,,,18,0,0,0
46,0.591576874256134,205.3125,645,5,0,0.634765625,0.634765625,0.010982676658386481,9.469144344329834,0.04456401050583736,7.5712514444603585e-06,0.06928449149427252,,,18,0,0,0
47,0.5695338249206543,202.3642578125,655,4,0,0.685546875,0.685546875,0.011339453350956319,6.741754531860352,0.03294387746950633,0,0.043655907330503396,,,18,0,0,0
48,0.5544106364250183,199.7998046875,702,4,0,0.6591796875,0.6591796875,0.1510036162085271,4.346290111541748,0.2493515852620476,0.035245453125753556,0.31095203696952467,,,19,0,0,0
50,0.478200227022171,197.0244140625,,,,0.673828125,0.673828125,0.10226779437562072,6.943011045455933,0.14785065195610514,,-0.19509604659538127,0.643669446550417,,,0,,
