step,entropy,len_mean,len_max,len_min,len_clip_ratio,score_mean,rewards_mean,pg_loss,grad_norm,pg_clipfrac,pg_clipfrac_lower,ppo_kl,val_acc_mean1,spectral_rel_change_mean,anchor_backwards,spectral_corrections,clean_steps,mask_applications
24,1.0686732530593872,148.4345703125,424,31,0,0.7705078125,0.7705078125,0.00584966957103461,2.6757805347442627,0.015211770007454106,1.848629653977696e-05,0.03175877630292234,,0.7277072161740187,9,9408,0,0
25,1.0379760265350342,149.99609375,1270,42,0,0.744140625,0.744140625,0.08405551610485418,3.359936475753784,0.1062321411081939,0.012033899778543855,0.06597158530581737,0.7050796057619408,0.6804458112741003,10,9800,0,0
26,0.9584527611732483,160.32421875,1059,40,0,0.73046875,0.73046875,0.014047491029486991,3.4230825901031494,0.018846383506797793,0,0.03725237567414297,,0.7320853129637485,10,10192,0,0
27,0.9272818565368652,132.2958984375,616,39,0,0.77734375,0.77734375,-0.010186034109210595,1.8341079950332642,0.007341915602864901,0,0.01816510176877273,,0.7311380572465002,10,10584,0,0
28,0.8887012600898743,123.181640625,392,32,0,0.7939453125,0.7939453125,0.10720518706511939,3.1059539318084717,0.17155928339343518,0.019614443472164567,0.24577256434028527,,0.6815921791962215,11,10976,0,0
29,0.8050702810287476,125.154296875,469,38,0,0.7177734375,0.7177734375,-0.002166437028790824,4.263842821121216,0.01809220460290817,0,0.03057175298590664,,0.7307484408422392,11,11368,0,0
30,0.7877258658409119,119.2783203125,508,31,0,0.7197265625,0.7197265625,0.05639835276087979,3.07521915435791,0.09796811132400762,0.01713231027861184,0.09706995533034046,,0.6839429778712136,12,11760,0,0
31,0.7429569363594055,113.8212890625,921,38,0,0.7802734375,0.7802734375,0.001232827387866564,7.968494653701782,0.015594111601785698,0.0003919962289273826,0.01777859254333869,,0.7201042514370413,12,12152,0,0
32,0.7003437876701355,116.0478515625,515,34,0,0.7822265625,0.7822265625,-0.009117276160395704,5.2528674602508545,0.012449722407836816,1.406351202604128e-05,0.027119084618050238,,0.7358953113458595,12,12544,0,0
33,0.7098546028137207,109.0791015625,832,33,0,0.734375,0.734375,0.1204509418894304,2.5447341203689575,0.158473143397714,0.025423888278965023,0.28740157871834526,,0.6721317929272749,13,12936,0,0
34,0.5980762243270874,106.1689453125,326,38,0,0.7548828125,0.7548828125,0.012057550193276256,4.793225646018982,0.023122347438402358,0,0.04474003793166048,,0.7411881314248455,13,13328,0,0
35,0.5674833655357361,111.6142578125,966,30,0,0.7451171875,0.7451171875,0.0811042093555443,5.101783514022827,0.08991319276537979,0.029949433737783693,-0.2565429172077529,,0.678924345696459,14,13720,0,0
36,0.6393799781799316,110.6923828125,461,35,0,0.7705078125,0.7705078125,-0.0053518327622441575,6.4367759227752686,0.019114789666446086,0,0.04631708757904107,,0.7304882326600503,14,14112,0,0
37,0.6105218529701233,114.052734375,725,46,0,0.79296875,0.79296875,-0.002602584718260914,4.524179816246033,0.013923412137046398,2.052464242296992e-05,0.0072601857505745215,,0.6862941081730687,14,14504,0,0
38,0.6095010042190552,119.6904296875,355,24,0,0.7568359375,0.7568359375,0.12149764588684775,3.7071950435638428,0.16703423464059597,0.03327152902420494,-0.008186640992903449,,0.6924809761801545,15,14896,0,0
39,0.5320095419883728,114.0849609375,279,45,0,0.794921875,0.794921875,-0.0006600399210583419,4.848973989486694,0.027665524559779442,0,0.073286747805696,,0.7305276932156816,15,15288,0,0
40,0.4925212860107422,125.5166015625,704,46,0,0.78125,0.78125,0.07765676854614867,3.254085898399353,0.08751710963406367,0.029367033304879442,-0.5032917678931881,,0.6811795319829669,16,15680,0,0
41,0.5350291132926941,121.3193359375,521,45,0,0.814453125,0.814453125,0.01775363062915858,6.100548982620239,0.0280605467460191,0,0.07817479749428458,,0.7279586924278006,16,16072,0,0
42,0.5056973695755005,130.6318359375,499,40,0,0.7470703125,0.7470703125,0.016937979860813357,7.435003042221069,0.033758739358745515,5.882906407350674e-06,0.06986343483379187,,0.7312376410985479,16,16464,0,0
43,0.48416393995285034,133.017578125,581,48,0,0.7802734375,0.7802734375,0.16645991125551518,2.657270908355713,0.17626566241960973,0.03985467548682209,0.6666262329779329,,0.6956949977546322,17,16856,0,0
44,0.42480841279029846,138.2568359375,726,42,0,0.783203125,0.783203125,0.017388568121532444,6.9052910804748535,0.04605219282257167,6.244533960853005e-05,0.10980279560317285,,0.7261170083466841,17,17248,0,0
45,0.3963794410228729,147.1142578125,861,52,0,0.7587890625,0.7587890625,0.11154045275179669,3.511422038078308,0.07253347448204295,0.03778348692867439,-0.6169451772357206,,0.6812490583682547,18,17640,0,0
46,0.429049015045166,145.3203125,413,48,0,0.76171875,0.76171875,0.016721603155019693,4.887295842170715,0.0383075886484221,5.987546796859533e-05,0.06926371052907143,,0.7213785999587604,18,18032,0,0
47,0.5175422430038452,169.677734375,16384,51,0.0009765625,0.810546875,0.810546875,0.20641333855019184,46.208016753196716,0.020437205272173742,2.0836451767536346e-05,0.021135711879978203,,0.6991396561569098,18,18424,0,0
48,0.4109647572040558,173.197265625,16384,50,0.0009765625,0.7919921875,0.7919921875,0.19330804268975044,5.567023396492004,0.13008877216634573,0.040464520175191865,-0.165862796253478,,0.6881827395789477,19,18816,0,0
49,0.39207932353019714,165.103515625,1130,50,0,0.775390625,0.775390625,0.02975037696887739,7.12438178062439,0.03894937755558203,3.3700577205308946e-05,0.10238218766608043,,0.720570625395191,19,19208,0,0
50,0.3707006275653839,170.4365234375,5806,55,0,0.814453125,0.814453125,0.12230014623492025,3.0524158477783203,0.07358750739513198,0.01844341464311583,0.12346804447281556,0.7065959059893859,0.6950275330823295,20,19600,0,0
