step,entropy,len_mean,len_max,len_min,len_clip_ratio,score_mean,rewards_mean,pg_loss,grad_norm,pg_clipfrac,pg_clipfrac_lower,ppo_kl,val_acc_mean1,spectral_rel_change_mean,anchor_backwards,spectral_corrections,clean_steps,mask_applications
25,1.0786892175674438,160.6064453125,870,5,0,0.6796875,0.6796875,0.06598695948378008,4.896464824676514,0.12128771470452193,0.019127559924527304,-0.009359250459965551,0.6739954510993177,0.22889887314403848,10,9800,0,0
26,1.0051125288009644,176.3125,638,10,0,0.666015625,0.666015625,0.008143702681991272,5.0614622831344604,0.018861687993421583,0,0.03273503860236815,,0.16304725086392494,10,10192,0,0
27,0.9249079823493958,167.8330078125,16384,8,0.0009765625,0.7177734375,0.7177734375,-0.0061032677185721695,4.342740893363953,0.009620165300475492,0,0.01979293863097098,,0.21791017046008182,10,10584,0,0
28,0.9584420323371887,145.9658203125,890,15,0,0.76171875,0.76171875,0.14771939880301943,4.388342618942261,0.18714415978320176,0.026030014028947335,-0.0251556335396117,,0.29866117001416126,11,10976,0,0
29,0.9002972841262817,151.16796875,586,18,0,0.697265625,0.697265625,0.000846246286528185,2.995214104652405,0.012882290094466953,0,0.024701963952722394,,0.37310038864308476,11,11368,0,0
30,0.880422055721283,148.7822265625,831,31,0,0.69921875,0.69921875,0.1001557380950544,4.450790524482727,0.10433152949553914,0.015166866454819683,0.18249536829125645,,0.5623258592237775,12,11760,0,0
31,0.7620695233345032,146.8173828125,773,47,0,0.7509765625,0.7509765625,0.020779252059583087,11.832042217254639,0.022846168288197077,1.2765523024427239e-05,0.05413979742479569,,0.07692607331127689,12,12152,0,0
32,0.7017274498939514,151.7333984375,7817,29,0,0.7626953125,0.7626953125,0.0028987640544073656,10.778437614440918,0.01729149064954072,0,0.04950875181748415,,0.09931227428914637,12,12544,0,0
33,0.7171622514724731,137.3447265625,754,26,0,0.73046875,0.73046875,0.14621791627723724,5.982504844665527,0.18380999952205457,0.03851366550225066,-0.2655127045302379,,0.2011403642613821,13,12936,0,0
34,0.7238033413887024,140.43359375,848,27,0,0.748046875,0.748046875,0.027308418859320227,9.380688905715942,0.034378332609094286,1.35926803750408e-05,0.0678308484802983,,0.09087543871861939,13,13328,0,0
35,0.6776776313781738,141.583984375,2020,29,0,0.748046875,0.748046875,0.09037239920871798,4.915774703025818,0.0922244689281797,0.016901676357520046,0.11748315562969935,,0.2069725065245008,14,13720,0,0
36,0.6798449158668518,138.2646484375,373,41,0,0.755859375,0.755859375,0.017715059846523218,9.099717617034912,0.033926746702036326,1.6857329683261923e-05,0.07794720195124683,,0.11623313357312308,14,14112,0,0
37,0.6462481021881104,139.4716796875,383,37,0,0.79296875,0.79296875,0.009289330162573606,9.350560188293457,0.02375677663917486,1.2383944977045758e-05,0.05796201987323002,,0.09467360420551683,14,14504,0,0
38,0.6312825083732605,148.29296875,2648,36,0,0.765625,0.765625,0.2220987177133793,5.510208606719971,0.20750694104935974,0.05612409704190213,-0.4769775188606218,,0.22418827076955716,15,14896,0,0
39,0.5696178078651428,137.724609375,417,45,0,0.78125,0.78125,0.013069696135062259,11.235171556472778,0.03412422877636345,4.886644637736026e-05,0.09539194441458676,,0.08345263717429978,15,15288,0,0
40,0.5491380095481873,147.37109375,601,39,0,0.7001953125,0.7001953125,0.12941768705059076,7.330989837646484,0.11095877223124262,0.04595822223927826,-0.4147049779412555,,0.16257961309153815,16,15680,0,0
41,0.5867716073989868,140.892578125,1002,46,0,0.740234375,0.740234375,0.022134448736323975,8.657976150512695,0.02777249226664935,0,0.06266999954095809,,0.1095915523509742,16,16072,0,0
42,0.5638306736946106,147.6572265625,931,45,0,0.681640625,0.681640625,0.009095254994463176,10.352941513061523,0.034191661266504525,0,0.046610464785544536,,0.09576087908781304,16,16464,0,0
43,0.5429880023002625,146.6240234375,407,46,0,0.6953125,0.6953125,0.16140345500753028,3.818028211593628,0.22496819596563,0.039773531523678685,0.16315520040416231,,0.3282826848670232,17,16856,0,0
44,0.46787500381469727,147.1484375,466,46,0,0.736328125,0.736328125,0.02699002881126944,12.925384998321533,0.04121717845873718,4.120516678085551e-06,0.10421437337208772,,0.09680843440701767,17,17248,0,0
45,0.42980697751045227,151.984375,605,47,0,0.7197265625,0.7197265625,0.09680220930022188,6.686652183532715,0.09040140498109395,0.025032802906935103,-0.14536990181261444,,0.22406553146334326,18,17640,0,0
46,0.4447782635688782,147.3388671875,496,30,0,0.7548828125,0.7548828125,0.028273605421418324,13.482203483581543,0.046955351277574664,0.0001227551333613519,0.11182054911114392,,0.10545332933662041,18,18032,0,0
47,0.41889649629592896,154.0419921875,4061,37,0,0.8125,0.8125,0.021226836426649243,10.440882921218872,0.028432747746592213,1.0972484460580745e-05,0.07912956611630761,,0.1194123022296295,18,18424,0,0
48,0.40873244404792786,152.1201171875,1367,43,0,0.78125,0.78125,0.17753479072416667,8.228886365890503,0.18034293521486688,0.050966672322829254,-0.3018839808991629,,0.2076100736704408,19,18816,0,0
49,0.41093409061431885,154.12890625,1644,48,0,0.7607421875,0.7607421875,0.03790691263566259,13.471539497375488,0.04292825548009205,2.5809225121520285e-05,0.15450493681419175,,0.10990042945046966,19,19208,0,0
50,0.3961888253688812,145.708984375,,,,0.7861328125,0.7861328125,0.08051039010751992,7.138254165649414,0.09176738611131441,,-0.22408657239066088,0.7210007581501138,,,19600,,
